seqnames	start	end	width	strand	name	chromROM	other_name	fid	chromBY	startn	endn	startnSY	endnSY	chromSY	chr	startsc1	endsc1	othernames	status	newname	rif1_Hafner	rif1RBM	fkh1fkh2_Knott	ctf19_Natsume
CP026287.1	488525	489008	484	+	ARS821	chrVIII	ARS821	152	CP026287.1	488525	489008	10627917	10628400	CP029160.1	chr8	474309	474793	proARS821	Confirmed	ARS821	null	null	null	null
CP026287.1	515965	516205	241	+	ARS822	chrVIII	ARS822	153	CP026287.1	515965	516205	10655357	10655597	CP029160.1	chr8	501751	501992	proARS822	Confirmed	ARS822	null	null	null	null
CP026287.1	518777	519420	644	+	Dubious_chrVIII_7	chrVIII	NA	154	CP026287.1	518777	519420	10658169	10658812	CP029160.1	chr8	504563	505207	NA	Dubious	Dubious_chrVIII	NA	NA	NA	null
CP026287.1	534229	534842	614	+	ARS823	chrVIII	ARS823	155	CP026287.1	534229	534842	10673622	10674235	CP029160.1	chr8	520016	520630	proARS823	Confirmed	ARS823	rep	null	NA	null
NA	NA	NA	NA	NA	Dubious_chrVIII_1	chrVIII	NA	NA	NA	NA	NA	NA	NA	NA	chr8	23	1245	NA	Dubious	Dubious_chrVIII	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS131n	chrVIII	NA	NA	NA	NA	NA	NA	NA	NA	chr8	5158	6168	X-ARS, proARS801	Confirmed	ARS131n	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS802	chrVIII	NA	NA	NA	NA	NA	NA	NA	NA	chr8	7534	7782	proARS802	Confirmed	ARS802	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS823.5	chrVIII	NA	NA	NA	NA	NA	NA	NA	NA	chr8	535403	535836	NA	Confirmed	ARS823.5	NA	NA	NA	null
NA	NA	NA	NA	NA	Likely_chrVIII_13	chrVIII	NA	NA	NA	NA	NA	NA	NA	NA	chr8	550163	551317	NA	Likely	Likely_chrVIII	NA	NA	NA	null
NA	NA	NA	NA	NA	Dubious_chrVIII_8	chrVIII	NA	NA	NA	NA	NA	NA	NA	NA	chr8	553135	553845	NA	Dubious	Dubious_chrVIII	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS824	chrVIII	NA	NA	NA	NA	NA	NA	NA	NA	chr8	555996	556327	X-ARS, proARS824	Confirmed	ARS824	NA	NA	NA	null
NA	NA	NA	NA	NA	Dubious_chrVIII_9	chrVIII	NA	NA	NA	NA	NA	NA	NA	NA	chr8	561013	562587	NA	Dubious	Dubious_chrVIII	NA	NA	NA	null
CP026288.1	23559	24055	497	+	ARS1004	chrX	ARS1004	413	CP026288.1	23559	24055	11115824	11116320	CP029160.1	chr10	23661	24158	proARS1004	Confirmed	ARS1004	NA	NA	NA	null
CP026288.1	44331	51330	7000	+	Dubious_chrX_1	chrX	NA	414	CP026288.1	44331	51330	11136596	11143595	CP029160.1	chr10	44433	51433	NA	Dubious	Dubious_chrX	NA	NA	NA	null
CP026288.1	67365	67846	482	+	ARS1005	chrX	ARS1005	415	CP026288.1	67365	67846	11159631	11160112	CP029160.1	chr10	67467	67949	proARS1005	Confirmed	ARS1005	null	null	act	null
CP026288.1	99263	99698	436	+	ARS1006	chrX	ARS1006	416	CP026288.1	99263	99698	11191529	11191965	CP029160.1	chr10	99359	99796	proARS1006	Confirmed	ARS1006	NA	NA	act	null
CP026288.1	113128	113728	601	+	ARS1007	chrX	ARS1007	417	CP026288.1	113128	113728	11205395	11205996	CP029160.1	chr10	113226	113828	proARS1007	Confirmed	ARS1007	null	NA	rep	null
CP026288.1	120593	121236	644	+	Dubious_chrX_2	chrX	NA	418	CP026288.1	120593	121236	11212861	11213504	CP029160.1	chr10	120693	121777	NA	Dubious	Dubious_chrX	NA	NA	NA	null
CP026288.1	121455	121974	520	+	Dubious_chrX_2	chrX	NA	419	CP026288.1	121455	121974	11213723	11214242	CP029160.1	chr10	120693	121777	NA	Dubious	Dubious_chrX	NA	NA	NA	null
CP026288.1	134196	144195	10000	+	Dubious_chrX_3	chrX	NA	420	CP026288.1	134196	144195	11226465	11236465	CP029160.1	chr10	134000	144000	NA	Dubious	Dubious_chrX	NA	NA	NA	null
CP026288.1	161631	162055	425	+	ARS1007.5	chrX	ARS1007.5	421	CP026288.1	161631	162055	11253901	11254325	CP029160.1	chr10	161435	161860	NA	Confirmed	ARS1007.5	null	null	null	null
CP026288.1	167629	174627	6999	+	Likely_chrX_1	chrX	ARSX_171	422	CP026288.1	167629	174627	11259899	11266898	CP029160.1	chr10	167433	174433	NA	Likely	Likely_chrX	null	null	NA	null
CP026288.1	203921	204809	889	+	ARS1008	chrX	ARS1008	423	CP026288.1	203921	204809	11296192	11297080	CP029160.1	chr10	203729	204614	proARS1008	Confirmed	ARS1008	NA	NA	act	null
CP026288.1	204951	219949	14999	+	Dubious_chrX_4	chrX	NA	424	CP026288.1	204951	219949	11297222	11312221	CP029160.1	chr10	204755	219755	NA	Dubious	Dubious_chrX	NA	NA	NA	null
CP026288.1	228443	228934	492	+	ARS1009	chrX	ARS1009	425	CP026288.1	228443	228934	11320715	11321206	CP029160.1	chr10	228248	228740	proARS1009	Confirmed	ARS1009	null	null	null	null
CP026288.1	248796	249495	700	+	ARS1009.5	chrX	ARS1009.5	426	CP026288.1	248796	249495	11341068	11341767	CP029160.1	chr10	248600	249300	NA	Confirmed	ARS1009.5	NA	NA	NA	null
CP026288.1	268246	269444	1199	+	Likely_chrX_2	chrX	ARSX_269	427	CP026288.1	268246	269444	11360518	11361716	CP029160.1	chr10	268050	269250	NA	Likely	Likely_chrX	NA	NA	NA	null
CP026288.1	298664	299144	481	+	ARS1010	chrX	ARS1010	428	CP026288.1	298664	299144	11390938	11391418	CP029160.1	chr10	298471	298952	proARS1010	Confirmed	ARS1010	null	null	rep	null
CP026288.1	301626	308625	7000	+	Likely_chrX_3	chrX	ARSX_305	429	CP026288.1	301626	308625	11393900	11400899	CP029160.1	chr10	301433	308433	NA	Likely	Likely_chrX	null	null	NA	null
CP026288.1	325014	326213	1200	+	Dubious_chrX_5	chrX	NA	430	CP026288.1	325014	326213	11417288	11418487	CP029160.1	chr10	324821	326021	NA	Dubious	Dubious_chrX	NA	NA	NA	null
CP026288.1	337169	337417	249	+	ARS1011	chrX	ARS1011	431	CP026288.1	337169	337417	11429443	11429691	CP029160.1	chr10	336976	337225	proARS1011	Confirmed	ARS1011	null	null	rep	null
CP026288.1	353656	355914	2259	+	Likely_chrX_4	chrX	ARSX_355	432	CP026288.1	353656	355914	11445929	11448187	CP029160.1	chr10	353463	355722	NA	Likely	Likely_chrX	NA	NA	null	null
CP026288.1	374767	375009	243	+	ARS1012	chrX	ARS1012	433	CP026288.1	374767	375009	11467040	11467282	CP029160.1	chr10	374575	374818	proARS1012	Confirmed	ARS1012	null	null	act	null
CP026288.1	375593	376114	522	+	ARS1013	chrX	ARS1013	434	CP026288.1	375593	376114	11467866	11468387	CP029160.1	chr10	375401	375923	proARS1013	Confirmed	ARS1013	null	null	NA	null
CP026288.1	405737	406446	710	+	Dubious_chrX_6	chrX	NA	435	CP026288.1	405737	406446	11498009	11498718	CP029160.1	chr10	405545	406255	NA	Dubious	Dubious_chrX	NA	NA	NA	null
CP026288.1	417082	417327	246	+	ARS1014	chrX	ARS1014	436	CP026288.1	417082	417327	11509354	11509599	CP029160.1	chr10	416888	417134	proARS1014	Confirmed	ARS1014	null	null	act	null
CP026288.1	442443	442852	410	+	ARS1015	chrX	ARS1015	437	CP026288.1	442443	442852	11534518	11534927	CP029160.1	chr10	442248	442658	proARS1015	Confirmed	ARS1015	act	null	rep	act
CP026288.1	454471	455442	972	+	ARS1016	chrX	ARS1016	438	CP026288.1	454471	455442	11546546	11547517	CP029160.1	chr10	454276	455248	NA	Confirmed	ARS1016	NA	NA	NA	null
CP026288.1	459223	459781	559	+	ARS1017	chrX	ARS1017	439	CP026288.1	459223	459781	11551299	11551857	CP029160.1	chr10	459029	459588	NA	Confirmed	ARS1017	NA	NA	rep	null
CP026288.1	469863	479855	9993	+	Likely_chrX_5	chrX	ARSX_475	440	CP026288.1	469863	479855	11561939	11571935	CP029160.1	chr10	469670	479670	NA	Likely	Likely_chrX	NA	NA	NA	null
CP026288.1	501781	502710	930	+	ARS1017.5	chrX	ARS1017.5	441	CP026288.1	501781	502710	11593861	11594790	CP029160.1	chr10	501595	502525	NA	Confirmed	ARS1017.5	NA	NA	NA	null
CP026288.1	540425	540659	235	+	ARS1018	chrX	ARS1018	442	CP026288.1	540425	540659	11632507	11632741	CP029160.1	chr10	540239	540474	proARS1018	Confirmed	ARS1018	null	null	act	null
CP026288.1	609181	609930	750	+	ARS1018.5	chrX	ARS1018.5	443	CP026288.1	609181	609930	11701264	11702013	CP029160.1	chr10	609000	609750	NA	Confirmed	ARS1018.5	null	null	NA	null
CP026288.1	612723	613155	433	+	ARS1019	chrX	ARS1019	444	CP026288.1	612723	613155	11704806	11705238	CP029160.1	chr10	612542	612975	proARS1019	Confirmed	ARS1019	null	null	act	null
CP026288.1	627802	629000	1199	+	Dubious_chrX_7	chrX	ARSX_268	445	CP026288.1	627802	629000	11719885	11721083	CP029160.1	chr10	627618	628818	NA	Dubious	Dubious_chrX	NA	NA	NA	null
CP026288.1	643999	644952	954	+	Likely_chrX_6	chrX	ARSX_644	446	CP026288.1	643999	644952	11736081	11737034	CP029160.1	chr10	643813	644767	NA	Likely	Likely_chrX	NA	NA	NA	null
CP026288.1	654255	654494	240	+	ARS1020	chrX	ARS1021	447	CP026288.1	654255	654494	11746337	11746576	CP029160.1	chr10	654069	654309	proARS1020	Confirmed	ARS1020	null	NA	null	null
CP026288.1	683514	684002	489	+	ARS1021	chrX	ARS1020	448	CP026288.1	683514	684002	11775596	11776084	CP029160.1	chr10	683328	683817	ARS121, proARS1021	Confirmed	ARS1021	null	null	act	null
CP026288.1	701849	702862	1014	+	Dubious_chrX_8	chrX	NA	449	CP026288.1	701849	702862	11793931	11794944	CP029160.1	chr10	701663	702677	NA	Dubious	Dubious_chrX	NA	NA	NA	null
CP026288.1	711776	712022	247	+	ARS1022	chrX	ARS1022	450	CP026288.1	711776	712022	11803858	11804104	CP029160.1	chr10	711590	711837	proARS1022	Confirmed	ARS1022	NA	null	NA	null
CP026288.1	714046	724099	10054	+	Likely_chrX_7	chrX	ARSX_719	451	CP026288.1	714046	724099	11806128	11816181	CP029160.1	chr10	713860	723860	NA	Likely	Likely_chrX	NA	null	NA	null
CP026288.1	736966	737207	242	+	ARS1024	chrX	NA	452	CP026288.1	736966	737207	11829050	11829291	CP029160.1	chr10	736728	736970	proARS1024	Confirmed	ARS1024	NA	NA	NA	null
CP026288.1	744339	744939	601	+	ARS1025	chrX	ARS1025	453	CP026288.1	744339	744939	11836424	11837024	CP029160.1	chr10	744102	744703	proARS1025	Confirmed	ARS1025	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS1001	chrX	NA	NA	NA	NA	NA	NA	NA	NA	chr10	64	577	Y'-ARS, proARS1001	Confirmed	ARS1001	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS1002	chrX	NA	NA	NA	NA	NA	NA	NA	NA	chr10	7444	7943	X-ARS, proARS1002	Confirmed	ARS1002	NA	NA	NA	null
NA	NA	NA	NA	NA	ARS1003	chrX	NA	NA	NA	NA	NA	NA	NA	NA	chr10	16123	16762	proARS1003	Confirmed	ARS1003	rep	NA	NA	null
NA	NA	NA	NA	NA	ARS1023	chrX	NA	NA	NA	NA	NA	NA	NA	NA	chr10	729677	730208	proARS1023	Confirmed	ARS1023	NA	NA	NA	null
CP026289.1	7536	9144	1609	+	Likely_chrXI_2	chrXI	proARS1102	455	CP026289.1	7536	9144	5590598	5592207	CP029160.1	chr11	7397	9007	proARS1102	Likely	Likely_chrXI	NA	NA	NA	null
CP026289.1	15594	16303	710	+	Likely_chrXI_3	chrXI	ARSXI_16	456	CP026289.1	15594	16303	5598657	5599366	CP029160.1	chr11	15455	16165	NA	Likely	Likely_chrXI	rep	act	NA	null
CP026289.1	16401	31398	14998	+	Dubious_chrXI_1	chrXI	NA	457	CP026289.1	16401	31398	5599464	5614460	CP029160.1	chr11	16262	31262	NA	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	42247	42699	453	+	ARS1102.5	chrXI	ARS1102.5	458	CP026289.1	42247	42699	5625307	5625759	CP029160.1	chr11	42110	42563	NA	Confirmed	ARS1102.5	NA	NA	NA	null
CP026289.1	55808	56054	247	+	ARS1103	chrXI	ARS1103	459	CP026289.1	55808	56054	5638868	5639114	CP029160.1	chr11	55670	55917	proARS1103	Confirmed	ARS1103	null	null	act	null
CP026289.1	88431	89928	1498	+	Dubious_chrXI_2	chrXI	proARS1104	460	CP026289.1	88431	89928	5671491	5672988	CP029160.1	chr11	88291	89789	proARS1104	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	98469	98707	239	+	ARS1104.5	chrXI	ARS1104.5	461	CP026289.1	98469	98707	5681529	5681767	CP029160.1	chr11	98329	98568	ARS1125	Confirmed	ARS1104.5	null	null	rep	null
CP026289.1	113213	115266	2054	+	Likely_chrXI_4	chrXI	proARS1105	462	CP026289.1	113213	115266	5696273	5698326	CP029160.1	chr11	113073	115127	proARS1105	Likely	Likely_chrXI	NA	NA	null	null
CP026289.1	145572	146031	460	+	ARS1105.5	chrXI	ARS1105.5	463	CP026289.1	145572	146031	5728633	5729092	CP029160.1	chr11	145433	145893	NA	Confirmed	ARS1105.5	NA	NA	NA	null
CP026289.1	153073	153311	239	+	ARS1106	chrXI	ARS1106	464	CP026289.1	153073	153311	5736134	5736372	CP029160.1	chr11	152934	153173	proARS1106	Confirmed	ARS1106	null	null	null	null
CP026289.1	163862	164425	564	+	Dubious_chrXI_3	chrXI	NA	465	CP026289.1	163862	164425	5746923	5747486	CP029160.1	chr11	163723	164287	NA	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	169158	170357	1200	+	Dubious_chrXI_4	chrXI	NA	466	CP026289.1	169158	170357	5752221	5753420	CP029160.1	chr11	169021	170221	NA	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	196179	196423	245	+	ARS1106.3	chrXI	ARS1106.3	467	CP026289.1	196179	196423	5779242	5779487	CP029160.1	chr11	196038	196284	ARS1126	Confirmed	ARS1106.3	NA	NA	null	null
CP026289.1	200029	200522	494	+	ARS1106.5	chrXI	ARS1106.5	468	CP026289.1	200029	200522	5783093	5783586	CP029160.1	chr11	199886	200537	NA	Confirmed	ARS1106.5	NA	NA	NA	null
CP026289.1	200870	201031	162	+	ARS1106.5	chrXI	ARS1106.5.1	469	CP026289.1	200870	201031	5783934	5784095	CP029160.1	chr11	199886	200537	NA	Confirmed	ARS1106.5	NA	NA	NA	null
CP026289.1	213575	213879	305	+	ARS1106.7	chrXI	ARS1106.7	470	CP026289.1	213575	213879	5796639	5796943	CP029160.1	chr11	213080	213385	ARS1127	Confirmed	ARS1106.7	null	null	null	null
CP026289.1	235787	237070	1284	+	Likely_chrXI_5	chrXI	ARSXI_236	471	CP026289.1	235787	237070	5818852	5820135	CP029160.1	chr11	235293	236577	NA	Likely	Likely_chrXI	NA	NA	null	null
CP026289.1	257885	258333	449	+	ARS1107	chrXI	ARS1107	472	CP026289.1	257885	258333	5840950	5841398	CP029160.1	chr11	257390	257839	proARS1107	Confirmed	ARS1107	null	null	rep	null
CP026289.1	302647	303018	372	+	ARS1107.5	chrXI	ARS1107.5	473	CP026289.1	302647	303018	5885712	5886083	CP029160.1	chr11	302152	302524	NA	Confirmed	ARS1107.5	act	null	act	null
CP026289.1	314164	315451	1288	+	Dubious_chrXI_5	chrXI	proARS1108	474	CP026289.1	314164	315451	5897229	5898516	CP029160.1	chr11	313669	314957	proARS1108	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	326647	327560	914	+	Dubious_chrXI_6	chrXI	NA	475	CP026289.1	326647	327560	5909713	5910626	CP029160.1	chr11	326153	327067	NA	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	329816	330064	249	+	ARS1109	chrXI	ARS1109	476	CP026289.1	329816	330064	5912882	5913130	CP029160.1	chr11	329322	329571	proARS1109	Confirmed	ARS1109	act	null	rep	null
CP026289.1	333608	335050	1443	+	Likely_chrXI_6	chrXI	proARS1110	477	CP026289.1	333608	335050	5916674	5918116	CP029160.1	chr11	333114	334557	proARS1110	Likely	Likely_chrXI	act	null	NA	null
CP026289.1	343882	345520	1639	+	Dubious_chrXI_7	chrXI	NA	478	CP026289.1	343882	345520	5926948	5928586	CP029160.1	chr11	343388	345027	NA	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	381706	383118	1413	+	Dubious_chrXI_8	chrXI	proARS1111	479	CP026289.1	381706	383118	5964773	5966185	CP029160.1	chr11	381210	382623	proARS1111	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	389105	389399	295	+	ARS1112	chrXI	ARS1112	480	CP026289.1	389105	389399	5972173	5972467	CP029160.1	chr11	388607	388902	proARS1112	Confirmed	ARS1112	null	rep	act	null
CP026289.1	417320	417552	233	+	ARS1113	chrXI	ARS1113	481	CP026289.1	417320	417552	6000388	6000620	CP029160.1	chr11	416822	417055	proARS1113	Confirmed	ARS1113	null	null	rep	act
CP026289.1	445059	445525	467	+	ARS1113.5	chrXI	ARS1113.5	482	CP026289.1	445059	445525	6027413	6027879	CP029160.1	chr11	444561	445028	NA	Confirmed	ARS1113.5	null	null	NA	act
CP026289.1	448155	448389	235	+	ARS1114	chrXI	ARS1114	483	CP026289.1	448155	448389	6030509	6030743	CP029160.1	chr11	447657	447892	proARS1114	Confirmed	ARS1114	null	null	null	act
CP026289.1	454945	459688	4744	+	ARS1114.5	chrXI	ARS1114.5	484	CP026289.1	454945	459688	6037299	6042042	CP029160.1	chr11	454453	459197	NA	Confirmed	ARS1114.5	null	null	null	act
CP026289.1	462525	464187	1663	+	Likely_chrXI_7	chrXI	proARS1115	485	CP026289.1	462525	464187	6044879	6046542	CP029160.1	chr11	462033	463697	proARS1115	Likely	Likely_chrXI	NA	NA	NA	act
CP026289.1	468216	469415	1200	+	Dubious_chrXI_9	chrXI	NA	486	CP026289.1	468216	469415	6050571	6051770	CP029160.1	chr11	467721	468921	NA	Dubious	Dubious_chrXI	NA	NA	NA	act
CP026289.1	500911	501620	710	+	Likely_chrXI_8	chrXI	ARSXI_501	487	CP026289.1	500911	501620	6083266	6083975	CP029160.1	chr11	500415	501125	NA	Likely	Likely_chrXI	NA	NA	NA	null
CP026289.1	517149	517397	249	+	ARS1116	chrXI	ARS1116	488	CP026289.1	517149	517397	6099504	6099752	CP029160.1	chr11	516653	516902	proARS1116	Confirmed	ARS1116	null	null	null	null
CP026289.1	519829	521042	1214	+	Dubious_chrXI_10	chrXI	NA	489	CP026289.1	519829	521042	6102184	6103397	CP029160.1	chr11	519333	520547	NA	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	530566	531055	490	+	ARS1117	chrXI	ARS1117	490	CP026289.1	530566	531055	6112921	6113410	CP029160.1	chr11	530070	530560	proARS1117	Confirmed	ARS1117	NA	NA	null	null
CP026289.1	561422	562131	710	+	Dubious_chrXI_11	chrXI	NA	491	CP026289.1	561422	562131	6143777	6144486	CP029160.1	chr11	560925	561635	NA	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	581965	582202	238	+	ARS1118	chrXI	ARS1118	492	CP026289.1	581965	582202	6164320	6164557	CP029160.1	chr11	581468	581706	proARS1118	Confirmed	ARS1118	null	null	rep	null
CP026289.1	584380	585587	1208	+	Dubious_chrXI_12	chrXI	proARS1119	493	CP026289.1	584380	585587	6166735	6167942	CP029160.1	chr11	583883	585091	proARS1119	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	612373	612605	233	+	ARS1120	chrXI	ARS1120	494	CP026289.1	612373	612605	6194728	6194960	CP029160.1	chr11	611874	612107	proARS1120	Confirmed	ARS1120	null	null	null	null
CP026289.1	617171	618630	1460	+	Dubious_chrXI_13	chrXI	proARS1121	495	CP026289.1	617171	618630	6199526	6200986	CP029160.1	chr11	616672	618133	proARS1121	Dubious	Dubious_chrXI	NA	NA	NA	null
CP026289.1	632505	634878	2374	+	Likely_chrXI_9	chrXI	proARS1122	496	CP026289.1	632505	634878	6214861	6217234	CP029160.1	chr11	632003	634377	proARS1122	Likely	Likely_chrXI	NA	NA	NA	null
CP026289.1	642857	643103	247	+	ARS1123	chrXI	ARS1123	497	CP026289.1	642857	643103	6225213	6225459	CP029160.1	chr11	642355	642602	proARS1123	Confirmed	ARS1123	rep	act	null	null
NA	NA	NA	NA	NA	Likely_chrXI_1	chrXI	NA	NA	NA	NA	NA	NA	NA	NA	chr11	23	2746	proARS1101	Likely	Likely_chrXI	NA	NA	NA	null
NA	NA	NA	NA	NA	Likely_chrXI_10	chrXI	NA	NA	NA	NA	NA	NA	NA	NA	chr11	658278	666417	proARS1124	Likely	Likely_chrXI	NA	NA	NA	null
CP026300.1	18634	22389	3756	+	Dubious_chrXII_3	chrXII	proARS1202	500	CP026300.1	18634	22389	3457546	3461301	CP029160.1	chr12	28749	32505	proARS1202	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	41744	42093	350	+	ARS1203	chrXII	ARS1203	501	CP026300.1	41744	42093	3480658	3481007	CP029160.1	chr12	51860	52210	proARS1203	Confirmed	ARS1203	null	null	NA	null
CP026300.1	60458	62275	1818	+	Dubious_chrXII_4	chrXII	proARS1204	502	CP026300.1	60458	62275	3499371	3501188	CP029160.1	chr12	70574	72392	proARS1204	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	66595	67046	452	+	ARS1205	chrXII	ARS1205	503	CP026300.1	66595	67046	3505508	3505959	CP029160.1	chr12	76711	77163	proARS1205	Confirmed	ARS1205	null	null	act	null
CP026300.1	81300	81541	242	+	ARS1206	chrXII	ARS1206	504	CP026300.1	81300	81541	3520214	3520455	CP029160.1	chr12	91417	91659	proARS1206	Confirmed	ARS1206	null	rep	act	null
CP026300.1	83049	83541	493	+	ARS1206.5	chrXII	ARS1206.5	505	CP026300.1	83049	83541	3521963	3522455	CP029160.1	chr12	93166	93659	NA	Confirmed	ARS1206.5	null	rep	NA	null
CP026300.1	129174	130327	1154	+	Dubious_chrXII_5	chrXII	proARS1207	506	CP026300.1	129174	130327	3568089	3569242	CP029160.1	chr12	139293	140447	proARS1207	Dubious	Dubious_chrXII	NA	NA	rep	act
CP026300.1	140795	141301	507	+	ARS1208	chrXII	ARS1208	507	CP026300.1	140849	141301	3579499	3579951	CP029160.1	chr12	150914	151421	CEN12 ARS	Confirmed	ARS1208	act	null	NA	act
CP026300.1	146527	146763	237	+	ARS1209	chrXII	ARS1209	508	CP026300.1	146527	146763	3585177	3585413	CP029160.1	chr12	156646	156883	proARS1209	Confirmed	ARS1209	act	null	null	act
CP026300.1	159988	161185	1198	+	Dubious_chrXII_6	chrXII	NA	509	CP026300.1	159988	161185	3598638	3599837	CP029160.1	chr12	170108	171308	NA	Dubious	Dubious_chrXII	NA	NA	NA	act
CP026300.1	169210	184206	14997	+	Dubious_chrXII_7	chrXII	NA	510	CP026300.1	169210	184206	3607862	3622857	CP029160.1	chr12	179332	194332	NA	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	187787	189290	1504	+	Dubious_chrXII_8	chrXII	ARS1209.1	511	CP026300.1	187787	189290	3626439	3627942	CP029160.1	chr12	197913	199417	NA	Dubious	Dubious_chrXII	NA	NA	null	null
CP026300.1	212284	212665	382	+	ARS1210	chrXII	ARS1210	512	CP026300.1	212284	212665	3650936	3651317	CP029160.1	chr12	222410	222792	proARS1210	Confirmed	ARS1210	NA	NA	NA	null
CP026300.1	221053	221295	243	+	ARS1211	chrXII	ARS1211	513	CP026300.1	221053	221295	3659705	3659947	CP029160.1	chr12	231179	231422	proARS1211	Confirmed	ARS1211	null	null	act	null
CP026300.1	233401	233833	433	+	ARS1211.5	chrXII	ARS1211.5	514	CP026300.1	233401	233833	3672053	3672485	CP029160.1	chr12	243527	243960	NA	Confirmed	ARS1211.5	NA	NA	rep	null
CP026300.1	268176	275175	7000	+	Dubious_chrXII_9	chrXII	NA	515	CP026300.1	268176	275175	3706828	3713827	CP029160.1	chr12	278304	285304	NA	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	279092	279340	249	+	ARS1212	chrXII	ARS1212	516	CP026300.1	279092	279340	3717744	3717992	CP029160.1	chr12	289220	289469	proARS1212	Confirmed	ARS1212	rep	null	rep	null
CP026300.1	285564	286763	1200	+	Dubious_chrXII_10	chrXII	NA	517	CP026300.1	285564	286763	3724217	3725416	CP029160.1	chr12	295693	296893	NA	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	301871	309870	8000	+	Dubious_chrXII_11	chrXII	NA	518	CP026300.1	301871	309870	3740524	3748523	CP029160.1	chr12	312000	320000	NA	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	333447	333902	456	+	ARS1212.5	chrXII	ARS1212.5	519	CP026300.1	333447	333902	3772101	3772556	CP029160.1	chr12	343577	344033	NA	Confirmed	ARS1212.5	NA	NA	rep	null
CP026300.1	363025	363268	244	+	ARS1213	chrXII	ARS1213	520	CP026300.1	363025	363268	3801679	3801922	CP029160.1	chr12	373156	373400	proARS1213	Confirmed	ARS1213	null	null	act	null
CP026300.1	373904	375094	1191	+	Dubious_chrXII_12	chrXII	proARS1214	521	CP026300.1	373904	375094	3812558	3813748	CP029160.1	chr12	384035	385226	proARS1214	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	402537	402765	229	+	ARS1215	chrXII	ARS1215	522	CP026300.1	402537	402765	3841191	3841419	CP029160.1	chr12	412668	412897	proARS1215	Confirmed	ARS1215	null	null	act	null
CP026300.1	408723	409432	710	+	Dubious_chrXII_13	chrXII	NA	523	CP026300.1	408723	409432	3847378	3848087	CP029160.1	chr12	418855	419565	NA	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	416808	431807	15000	+	Dubious_chrXII_14	chrXII	NA	524	CP026300.1	416808	431807	3855465	3870464	CP029160.1	chr12	426942	441942	NA	Dubious	Dubious_chrXII	NA	NA	null	null
CP026300.1	440351	440591	241	+	ARS1216	chrXII	ARS1216	525	CP026300.1	440351	440591	3879008	3879248	CP029160.1	chr12	450485	450726	proARS1216	Confirmed	ARS1216	null	rep	NA	null
CP026300.1	459228	459937	710	+	Dubious_chrXII_15	chrXII	NA	526	CP026300.1	459228	459937	3897885	3898594	CP029160.1	chr12	460225	460935	NA	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	465236	467909	2674	+	Dubious_chrXII_16	chrXII	NA	527	CP026300.1	465236	467909	3903893	3906566	CP029160.1	chr12	466233	468907	NA	Dubious	Dubious_chrXII	NA	NA	NA	null
CP026300.1	485236	485550	315	+	ARS1216.5	chrXII	ARS1216.5	528	CP026300.1	485236	485550	3923897	3924211	CP029160.1	chr12	458826	459141	rDNA ARS	Confirmed	ARS1216.5	NA	NA	act	null
CP026300.1	514375	515458	1084	+	Dubious_chrXII_17	chrXII	NA	529	CP026300.1	514375	515458	3956690	3957773	CP029160.1	chr12	493903	494987	NA	Dubious	Dubious_chrXII	NA	NA	null	null
CP026300.1	533340	533588	249	+	ARS1217	chrXII	ARS1217	530	CP026300.1	533340	533588	3975655	3975903	CP029160.1	chr12	512868	513117	proARS1217	Confirmed	ARS1217	null	null	act	null
CP026300.1	616270	623269	7000	+	Dubious_chrXII_18	chrXII	NA	531	CP026300.1	616270	623269	4058592	4065591	CP029160.1	chr12	595804	602804	NA	Dubious	Dubious_chrXII	NA	NA	NA	null
